old_clade	new_clade	cutoff	divergence_addition	divergence_scale	min_size	bushiness_branch_scale	branch_length_scale	score	bushiness	div	branch_score
9	43	1.0	0.5	5.0	10.0	9.0	5.0	0.8385547435718297	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	20	1.0	0.5	5.0	20.0	9.0	5.0	0.8666587333371659	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	13	1.0	0.5	5.0	30.0	9.0	5.0	0.8765031801422494	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	55	1.0	0.7	5.0	10.0	9.0	5.0	0.9930477461208	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	29	1.0	0.7	5.0	20.0	9.0	5.0	1.0305330731195406	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	21	1.0	0.7	5.0	30.0	9.0	5.0	1.0427644917717855	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	66	1.0	0.9	5.0	10.0	9.0	5.0	1.145858586354178	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	33	1.0	0.9	5.0	20.0	9.0	5.0	1.1980458774550184	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	21	1.0	0.9	5.0	30.0	9.0	5.0	1.21649866636905	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	80	1.0	1.1	5.0	10.0	9.0	5.0	1.298966959300947	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	43	1.0	1.1	5.0	20.0	9.0	5.0	1.3652204108310761	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	30	1.0	1.1	5.0	30.0	9.0	5.0	1.387400792115851	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	32	1.1	0.5	5.0	10.0	9.0	5.0	0.8489876886038188	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	18	1.1	0.5	5.0	20.0	9.0	5.0	0.8660197619618829	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	13	1.1	0.5	5.0	30.0	9.0	5.0	0.8688237784272833	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	53	1.1	0.7	5.0	10.0	9.0	5.0	0.9888787439312307	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	30	1.1	0.7	5.0	20.0	9.0	5.0	1.0211288690954854	0.2788825003690834	0.09102154929577501	0.16227915282853625
9	22	1.1	0.7	5.0	30.0	9.0	5.0	1.0315188112723706	0.2788825003690834	0.09102154929577501	0.16227915282853625
